id,vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,spd,tatripid,origtatripno,tablockid,zone,mode,psgld,stst,stsd
16701,1601,20221018 18:47:40,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13099,709329,10331,,0,FULL,67260,2022-10-18
16702,1014,20221018 18:47:36,29.62537754375785,-82.36617994999848,320,55,34,Hub / UF Campus,5961,False,15,13248,709438,10341,,0,EMPTY,67200,2022-10-18
16706,1005,20221018 18:47:40,29.623725793593685,-82.35608853995308,354,500406,35,Reitz Union / UF Campus,6156,False,27,14824,710388,10353,,0,EMPTY,66900,2022-10-18
16707,1003,20221018 18:47:36,29.64514,-82.346983,359,500406,35,Reitz Union / UF Campus,22931,False,7,14823,710387,10352,,0,EMPTY,66000,2022-10-18
16712,1205,20221018 18:47:38,29.653356166790196,-82.42240231130248,180,348,75,Butler Plaza Transfer Station,7266,False,15,8033,708651,10753,,0,EMPTY,66600,2022-10-18
16713,1401,20221018 18:47:37,29.645007123389863,-82.409754542816,299,500384,75,Oaks Mall,39320,False,30,8051,708669,10752,,0,EMPTY,66600,2022-10-18
16718,1810,20221018 18:47:42,29.652085694967862,-82.34988325281044,90,335,5,Rosa Parks/Downtown,20217,False,0,6073,708520,10053,,0,EMPTY,66300,2022-10-18
16721,1902,20221018 18:47:44,29.709063333333333,-82.35589999999999,163,328,8,UF Health,15,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
16722,1808,20221018 18:47:45,29.63895109035588,-82.34323941652211,343,328,8,UF Health,44830,False,0,14274,710043,10081,,0,EMPTY,65580,2022-10-18
16724,802,20221018 18:47:45,29.666819338167063,-82.3721228667939,270,75,10,Santa Fe,23667,False,0,615,708019,10101,,0,EMPTY,66780,2022-10-18
16725,2107,20221018 18:47:44,29.64588666666667,-82.32263166666668,167,54,11,Rosa Parks/Downtown,33328,False,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
16731,1106,20221018 18:47:42,29.64853,-82.34496,172,500354,20,Reitz Union / UF Campus,32578,False,7,14534,710272,10201,,0,EMPTY,64800,2022-10-18
16733,1402,20221018 18:47:42,29.6596413,-82.40932,292,324,23,Santa Fe,721,False,0,1470,708155,10232,,0,EMPTY,67680,2022-10-18
16734,2106,20221018 18:47:42,29.662695323466743,-82.30238895970926,135,226,26,Commuter Lot / UF Campus,25175,False,0,1569,708231,10261,,0,EMPTY,66600,2022-10-18
16735,1202,20221018 18:47:42,29.64976000008053,-82.34350666501265,89,500400,33,Butler Plaza Transfer Station,847,False,5,13149,709375,10333,,0,EMPTY,67200,2022-10-18
16740,1010,20221018 18:47:42,29.61359625190353,-82.36020336568615,84,207,35,SW 35TH PLACE,18849,False,20,14754,710442,10354,,0,EMPTY,65640,2022-10-18
16744,2114,20221018 18:47:41,29.62741,-82.37088,148,189,38,Enclave,14781,False,20,8652,708672,10383,,0,EMPTY,66600,2022-10-18
16745,1903,20221018 18:47:46,29.67906833333333,-82.43211000000001,182,500335,43,Santa Fe,58051,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
16746,2112,20221018 18:47:41,29.665201698738333,-82.38902,180,500336,43,UF Health,26757,False,45,2430,708401,10431,,0,EMPTY,65400,2022-10-18
16748,1401,20221018 18:47:44,29.64512000016965,-82.41088168045655,270,500384,75,Oaks Mall,39683,False,25,8051,708669,10752,,0,EMPTY,66600,2022-10-18
16751,1802,20221018 18:47:47,29.65040748711106,-82.3696613468294,269,323,5,Oaks Mall,17774,False,34,6127,708564,10051,,0,EMPTY,66600,2022-10-18
16754,702,20221018 18:47:48,29.650260028165317,-82.32692998393438,89,354,6,Rosa Parks/Downtown,36857,False,26,14015,709909,10061,,0,EMPTY,66480,2022-10-18
16764,2102,20221018 18:47:49,29.646486666666668,-82.32271999999999,358,500382,17,Rosa Parks / Downtown,12832,False,0,8901,708748,10171,,0,EMPTY,66840,2022-10-18
16765,1602,20221018 18:47:50,29.645608230253234,-82.35756623393442,326,500354,20,Reitz Union / UF Campus,27387,False,15,14536,710274,10203,,0,EMPTY,66600,2022-10-18
16766,1106,20221018 18:47:47,29.648762671327823,-82.34500401480018,350,500354,20,Reitz Union / UF Campus,32578,False,12,14534,710272,10201,,0,EMPTY,64800,2022-10-18
16767,1604,20221018 18:47:49,29.638543947120287,-82.39286436718982,305,500355,20,Oaks Mall,22914,False,20,14467,710205,10204,,0,FULL,65700,2022-10-18
16773,1806,20221018 18:47:47,29.650639389828147,-82.34469825431968,271,500387,34,Lexington Cr.,776,False,3,13203,709406,10342,,0,EMPTY,67500,2022-10-18
16774,1003,20221018 18:47:46,29.644434491126734,-82.34692,180,207,35,SW 35TH PLACE,257,False,13,14756,710444,10352,,0,EMPTY,67440,2022-10-18
16775,1009,20221018 18:47:46,29.632646506741303,-82.36110512831321,241,207,35,SW 35TH PLACE,8266,False,0,14755,710443,10351,,0,EMPTY,66540,2022-10-18
16778,1207,20221018 18:47:49,29.625436666666666,-82.38821833333334,11,193,37,Butler Plaza Transfer Station,26850,False,0,11871,709130,10372,,0,EMPTY,66000,2022-10-18
16781,2112,20221018 18:47:50,29.663480148220167,-82.38904,180,500336,43,UF Health,27385,False,46,2430,708401,10431,,0,EMPTY,65400,2022-10-18
16782,1205,20221018 18:47:50,29.652183247267555,-82.42241629740836,180,348,75,Butler Plaza Transfer Station,7696,False,28,8033,708651,10753,,0,EMPTY,66600,2022-10-18
16784,1015,20221018 18:47:51,29.645736981343887,-82.3355398146903,89,218,127,Sorority Row-Turlington,2605,False,15,13863,709852,11271,,0,EMPTY,67560,2022-10-18
16785,2101,20221018 18:47:54,29.63897927562158,-82.31857812589737,336,64,2,Rosa Parks/Downtown,25701,False,15,13985,709881,10021,,0,EMPTY,66600,2022-10-18
16786,1802,20221018 18:47:51,29.65040415316109,-82.37038464538325,269,323,5,Oaks Mall,18004,False,23,6127,708564,10051,,0,EMPTY,66600,2022-10-18
16787,1016,20221018 18:47:52,29.658046,-82.408886,0,335,5,Rosa Parks/Downtown,32,False,0,6075,708521,10052,,0,EMPTY,67320,2022-10-18
16790,2105,20221018 18:47:54,29.645781624725416,-82.31120356658708,270,339,7,Rosa Parks/Downtown,27579,False,0,348,707975,10071,,0,EMPTY,66600,2022-10-18
16793,2578,20221018 18:47:56,29.620153878515477,-82.35736669015006,85,500433,9,Reitz Union/UF Campus,5171,False,24,10974,709055,10093,,0,EMPTY,67260,2022-10-18
16797,1809,20221018 18:47:54,29.663969304246965,-82.32455763459123,180,122,15,Rosa Parks / Downtown,28826,False,15,1038,708119,10151,,0,EMPTY,66420,2022-10-18
16798,2110,20221018 18:47:52,29.636226632111693,-82.32861533245918,195,35,16,UF Health,7432,False,26,8974,708799,10161,,0,EMPTY,67260,2022-10-18
16806,1601,20221018 18:47:56,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13099,709329,10331,,0,FULL,67260,2022-10-18
16808,1806,20221018 18:47:52,29.650639389828147,-82.34469825431968,271,500387,34,Lexington Cr.,776,False,15,13203,709406,10342,,0,EMPTY,67500,2022-10-18
16809,1003,20221018 18:47:51,29.644124999195963,-82.34692,180,207,35,SW 35TH PLACE,370,False,15,14756,710444,10352,,0,EMPTY,67440,2022-10-18
16812,1005,20221018 18:47:54,29.62521,-82.35622,350,500406,35,Reitz Union / UF Campus,6700,False,31,14824,710388,10353,,0,EMPTY,66900,2022-10-18
16819,1015,20221018 18:47:53,29.645738361478696,-82.3353381352889,89,218,127,Sorority Row-Turlington,2669,False,13,13863,709852,11271,,0,EMPTY,67560,2022-10-18
16823,1810,20221018 18:47:57,29.652085694967862,-82.34988325281044,90,335,5,Rosa Parks/Downtown,20217,False,0,6073,708520,10053,,0,EMPTY,66300,2022-10-18
16826,1902,20221018 18:48:00,29.709063333333333,-82.35589833333333,163,328,8,UF Health,15,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
16828,2578,20221018 18:47:58,29.62017233990434,-82.35713169873715,84,500433,9,Reitz Union/UF Campus,5246,False,25,10974,709055,10093,,0,EMPTY,67260,2022-10-18
16829,802,20221018 18:48:00,29.66681934304397,-82.37212453950663,270,75,10,Santa Fe,23668,False,0,615,708019,10101,,0,EMPTY,66780,2022-10-18
16830,2107,20221018 18:48:00,29.64588666666667,-82.32263166666668,167,54,11,Rosa Parks/Downtown,33328,False,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
16831,1811,20221018 18:47:58,29.63853,-82.34614,158,500421,13,Cottage Grove / SW 13th Street,5416,False,1,14343,710092,10131,,0,EMPTY,67500,2022-10-18
16835,1602,20221018 18:48:01,29.64625272058137,-82.35794073893848,337,500354,20,Reitz Union / UF Campus,27651,False,15,14536,710274,10203,,0,EMPTY,66600,2022-10-18
16838,1402,20221018 18:47:57,29.6596413,-82.40932,292,324,23,Santa Fe,721,False,11,1470,708155,10232,,0,EMPTY,67680,2022-10-18
16839,2106,20221018 18:47:59,29.66269387822189,-82.30238734197152,135,226,26,Commuter Lot / UF Campus,25175,False,0,1569,708231,10261,,0,EMPTY,66600,2022-10-18
16840,1202,20221018 18:48:01,29.6486,-82.3435,180,500400,33,Butler Plaza Transfer Station,1275,False,15,13149,709375,10333,,0,EMPTY,67200,2022-10-18
16842,1014,20221018 18:47:58,29.625494930050603,-82.36762316352048,264,55,34,Hub / UF Campus,6442,False,18,13248,709438,10341,,0,EMPTY,67200,2022-10-18
16844,1003,20221018 18:47:59,29.64390086122846,-82.34693925629664,92,207,35,SW 35TH PLACE,473,False,16,14756,710444,10352,,0,EMPTY,67440,2022-10-18
16846,1010,20221018 18:47:58,29.612853508160107,-82.35943542696383,155,207,35,SW 35TH PLACE,19295,False,22,14754,710442,10354,,0,EMPTY,65640,2022-10-18
16847,1005,20221018 18:47:57,29.625573641359544,-82.35631682935396,342,500406,35,Reitz Union / UF Campus,6837,False,30,14824,710388,10353,,0,EMPTY,66900,2022-10-18
16849,2114,20221018 18:47:57,29.626661678898174,-82.37034696331692,148,189,38,Enclave,15102,False,22,8652,708672,10383,,0,EMPTY,66600,2022-10-18
16850,1903,20221018 18:48:01,29.679065,-82.43211666666666,182,500335,43,Santa Fe,58051,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
16851,2112,20221018 18:48:01,29.66163358880408,-82.38905565052144,184,500336,43,UF Health,28060,False,31,2430,708401,10431,,0,EMPTY,65400,2022-10-18
16853,1401,20221018 18:48:00,29.64510990090593,-82.4114841765585,268,500384,75,Oaks Mall,39873,False,7,8051,708669,10752,,0,EMPTY,66600,2022-10-18
16856,1802,20221018 18:48:07,29.650403000013476,-82.3706549951063,270,323,5,Oaks Mall,18091,False,0,6127,708564,10051,,0,EMPTY,66600,2022-10-18
16862,1808,20221018 18:48:02,29.63895109035588,-82.34323941652211,343,328,8,UF Health,44830,False,0,14274,710043,10081,,0,EMPTY,65580,2022-10-18
16869,2102,20221018 18:48:06,29.646486666666668,-82.32271999999999,358,500382,17,Rosa Parks / Downtown,12831,False,0,8901,708748,10171,,0,EMPTY,66840,2022-10-18
16871,1106,20221018 18:48:04,29.6496189874883,-82.3447622968925,2,500354,20,Reitz Union / UF Campus,32985,False,5,14534,710272,10201,,0,HALF_EMPTY,64800,2022-10-18
16872,1604,20221018 18:48:04,29.63918577525435,-82.39401853793535,296,500355,20,Oaks Mall,23347,False,12,14467,710205,10204,,0,FULL,65700,2022-10-18
16880,1009,20221018 18:48:07,29.631925741846164,-82.36153576920064,178,207,35,SW 35TH PLACE,8649,False,23,14755,710443,10351,,0,EMPTY,66540,2022-10-18
16883,1207,20221018 18:48:05,29.625436666666666,-82.38821833333334,11,193,37,Butler Plaza Transfer Station,26850,False,0,11871,709130,10372,,0,EMPTY,66000,2022-10-18
16886,2112,20221018 18:48:05,29.66138242296563,-82.38907546708037,100,500336,43,UF Health,28183,False,30,2430,708401,10431,,0,EMPTY,65400,2022-10-18
16887,1205,20221018 18:48:03,29.65078213096176,-82.42241429484281,179,348,75,Butler Plaza Transfer Station,8208,False,30,8033,708651,10753,,0,EMPTY,66600,2022-10-18
16888,1401,20221018 18:48:05,29.64498187699085,-82.41148,180,500384,75,Oaks Mall,39920,False,11,8051,708669,10752,,0,EMPTY,66600,2022-10-18
16892,1016,20221018 18:48:09,29.658046,-82.408886,0,335,5,Rosa Parks/Downtown,32,False,0,6075,708521,10052,,0,EMPTY,67320,2022-10-18
16894,702,20221018 18:48:10,29.650245132356496,-82.32554025093414,90,354,6,Rosa Parks/Downtown,37298,False,0,14015,709909,10061,,0,EMPTY,66480,2022-10-18
16895,2105,20221018 18:48:10,29.645781624725416,-82.31120356658708,270,339,7,Rosa Parks/Downtown,27579,False,0,348,707975,10071,,0,EMPTY,66600,2022-10-18
16903,2110,20221018 18:48:11,29.636534173006293,-82.33212876953449,274,35,16,UF Health,8547,False,35,8974,708799,10161,,0,EMPTY,67260,2022-10-18
16911,1601,20221018 18:48:11,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13099,709329,10331,,0,FULL,67260,2022-10-18
16913,1806,20221018 18:48:08,29.65193482823161,-82.34475,0,500387,34,Lexington Cr.,1239,False,0,13203,709406,10342,,0,EMPTY,67500,2022-10-18
16924,1015,20221018 18:48:09,29.645740000071868,-82.33508667387466,89,218,127,Sorority Row-Turlington,2749,False,0,13863,709852,11271,,0,EMPTY,67560,2022-10-18
16925,2101,20221018 18:48:15,29.640928752141185,-82.31954374902803,336,64,2,Rosa Parks/Downtown,26477,False,28,13985,709881,10021,,0,EMPTY,66600,2022-10-18
16928,1810,20221018 18:48:12,29.652085694967862,-82.34988325281044,90,335,5,Rosa Parks/Downtown,20217,False,0,6073,708520,10053,,0,EMPTY,66300,2022-10-18
16931,1902,20221018 18:48:15,29.709063333333333,-82.35589833333333,163,328,8,UF Health,15,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
16932,1808,20221018 18:48:17,29.63895109035588,-82.34323941652211,343,328,8,UF Health,44830,False,0,14274,710043,10081,,0,EMPTY,65580,2022-10-18
16934,802,20221018 18:48:15,29.66681934790253,-82.37212620592834,270,75,10,Santa Fe,23668,False,0,615,708019,10101,,0,EMPTY,66780,2022-10-18
16935,2107,20221018 18:48:16,29.645891666666664,-82.32263499999999,167,54,11,Rosa Parks/Downtown,33328,False,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
16936,1811,20221018 18:48:15,29.63853,-82.34614,158,500421,13,Cottage Grove / SW 13th Street,5416,False,0,14343,710092,10131,,0,EMPTY,67500,2022-10-18
16937,1809,20221018 18:48:16,29.66385446093182,-82.32455894907197,180,122,15,Rosa Parks / Downtown,28867,False,0,1038,708119,10151,,0,EMPTY,66420,2022-10-18
16940,1602,20221018 18:48:17,29.646401803522696,-82.35798910203464,346,500354,20,Reitz Union / UF Campus,27708,False,1,14536,710274,10203,,0,EMPTY,66600,2022-10-18
16943,1402,20221018 18:48:12,29.659646961658733,-82.41033747362779,229,324,23,Santa Fe,1046,False,28,1470,708155,10232,,0,EMPTY,67680,2022-10-18
16944,2106,20221018 18:48:14,29.66269387822189,-82.30238734197152,135,226,26,Commuter Lot / UF Campus,25175,False,0,1569,708231,10261,,0,EMPTY,66600,2022-10-18
16947,1014,20221018 18:48:13,29.62533355647257,-82.36857384009596,251,55,34,Hub / UF Campus,6752,False,2,13248,709438,10341,,0,EMPTY,67200,2022-10-18
16949,1003,20221018 18:48:15,29.642330686819268,-82.34656084918397,156,207,35,SW 35TH PLACE,1047,False,20,14756,710444,10352,,0,EMPTY,67440,2022-10-18
16951,1010,20221018 18:48:13,29.612257426969737,-82.35912912450142,155,207,35,SW 35TH PLACE,19535,False,0,14754,710442,10354,,0,EMPTY,65640,2022-10-18
16952,1005,20221018 18:48:14,29.6274121501828,-82.3581728836905,298,500406,35,Reitz Union / UF Campus,7757,False,39,14824,710388,10353,,0,EMPTY,66900,2022-10-18
16954,2114,20221018 18:48:12,29.625823843457045,-82.3694327976348,104,189,38,Enclave,15543,False,15,8652,708672,10383,,0,EMPTY,66600,2022-10-18
16955,1903,20221018 18:48:16,29.679065,-82.43211666666666,182,500335,43,Santa Fe,58051,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
16960,2101,20221018 18:48:20,29.6413705339884,-82.31976319359691,336,64,2,Rosa Parks/Downtown,26653,False,30,13985,709881,10021,,0,EMPTY,66600,2022-10-18
16961,1802,20221018 18:48:22,29.650398227619466,-82.37171458516515,269,323,5,Oaks Mall,18428,False,24,6127,708564,10051,,0,EMPTY,66600,2022-10-18
16968,2578,20221018 18:48:20,29.62023,-82.35568,7,500433,9,Reitz Union/UF Campus,5725,False,7,10974,709055,10093,,0,EMPTY,67260,2022-10-18
16976,1106,20221018 18:48:19,29.649774600030703,-82.34450999748971,89,500354,20,Reitz Union / UF Campus,33119,False,7,14534,710272,10201,,0,HALF_EMPTY,64800,2022-10-18
16977,1604,20221018 18:48:21,29.63936986589152,-82.39446659329175,292,500355,20,Oaks Mall,23505,False,0,14467,710205,10204,,0,FULL,65700,2022-10-18
16980,1202,20221018 18:48:17,29.648126852270504,-82.3435,180,500400,33,Butler Plaza Transfer Station,1447,False,0,13149,709375,10333,,0,EMPTY,67200,2022-10-18
16985,1009,20221018 18:48:21,29.630436943874056,-82.36150334427852,178,207,35,SW 35TH PLACE,9194,False,16,14755,710443,10351,,0,EMPTY,66540,2022-10-18
16987,1005,20221018 18:48:20,29.627888477085243,-82.35915735970006,299,500406,35,Reitz Union / UF Campus,8115,False,39,14824,710388,10353,,0,EMPTY,66900,2022-10-18
16988,1207,20221018 18:48:21,29.625436666666666,-82.38821833333334,11,193,37,Butler Plaza Transfer Station,26850,False,0,11871,709130,10372,,0,EMPTY,66000,2022-10-18
16991,2112,20221018 18:48:20,29.659819058826784,-82.38913511728013,182,500336,43,UF Health,28722,False,0,2430,708401,10431,,0,EMPTY,65400,2022-10-18
16992,1205,20221018 18:48:18,29.64831284860106,-82.42240134508185,179,348,75,Butler Plaza Transfer Station,9110,False,35,8033,708651,10753,,0,EMPTY,66600,2022-10-18
16993,1401,20221018 18:48:20,29.64409,-82.41138,89,500384,75,Oaks Mall,40262,False,9,8051,708669,10752,,0,EMPTY,66600,2022-10-18
16997,1016,20221018 18:48:24,29.658046,-82.408886,0,335,5,Rosa Parks/Downtown,32,False,0,6075,708521,10052,,0,EMPTY,67320,2022-10-18
16999,702,20221018 18:48:25,29.65024398070423,-82.32545196561878,90,354,6,Rosa Parks/Downtown,37326,False,10,14015,709909,10061,,0,EMPTY,66480,2022-10-18
17000,2105,20221018 18:48:25,29.645782211937423,-82.31127352586981,270,339,7,Rosa Parks/Downtown,27601,False,0,348,707975,10071,,0,EMPTY,66600,2022-10-18
17009,2102,20221018 18:48:23,29.646486666666668,-82.32271999999999,358,500382,17,Rosa Parks / Downtown,12831,False,0,8901,708748,10171,,0,EMPTY,66840,2022-10-18
17010,1602,20221018 18:48:24,29.6464462,-82.35797,256,500354,20,Reitz Union / UF Campus,27723,False,15,14536,710274,10203,,0,EMPTY,66600,2022-10-18
17018,1806,20221018 18:48:24,29.652093214970776,-82.34475,0,500387,34,Lexington Cr.,1296,False,5,13203,709406,10342,,0,EMPTY,67500,2022-10-18
17029,1015,20221018 18:48:24,29.645740001752813,-82.33477498391905,89,218,127,Sorority Row-Turlington,2847,False,9,13863,709852,11271,,0,EMPTY,67560,2022-10-18
17032,1016,20221018 18:48:31,29.658166646121494,-82.4088856960161,0,335,5,Rosa Parks/Downtown,42,False,18,6075,708521,10052,,0,EMPTY,67320,2022-10-18
17033,1810,20221018 18:48:28,29.652085684426343,-82.34987991973277,90,335,5,Rosa Parks/Downtown,20218,False,0,6073,708520,10053,,0,EMPTY,66300,2022-10-18
17036,1902,20221018 18:48:32,29.709063333333333,-82.35589833333333,163,328,8,UF Health,15,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
17039,802,20221018 18:48:31,29.66681934790253,-82.37212620592834,270,75,10,Santa Fe,23668,False,0,615,708019,10101,,0,EMPTY,66780,2022-10-18
17040,2107,20221018 18:48:32,29.645891666666664,-82.32263499999999,167,54,11,Rosa Parks/Downtown,33326,False,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
17041,1811,20221018 18:48:30,29.63828675527257,-82.3456493447245,66,500421,13,Cottage Grove / SW 13th Street,5677,False,17,14343,710092,10131,,0,EMPTY,67500,2022-10-18
17042,1809,20221018 18:48:29,29.663495426164847,-82.32453135404349,174,122,15,Rosa Parks / Downtown,29001,False,19,1038,708119,10151,,0,EMPTY,66420,2022-10-18
17043,2110,20221018 18:48:28,29.63659435690601,-82.33553848028521,265,35,16,UF Health,9635,False,38,8974,708799,10161,,0,EMPTY,67260,2022-10-18
17048,1402,20221018 18:48:28,29.65975166666666,-82.41208666666668,270,324,23,Santa Fe,1579,False,15,1470,708155,10232,,0,EMPTY,67680,2022-10-18
17049,2106,20221018 18:48:29,29.66269387822189,-82.30238734197152,135,226,26,Commuter Lot / UF Campus,25175,False,0,1569,708231,10261,,0,EMPTY,66600,2022-10-18
17050,1202,20221018 18:48:28,29.648126852270504,-82.3435,180,500400,33,Butler Plaza Transfer Station,1447,False,0,13149,709375,10333,,0,EMPTY,67200,2022-10-18
17051,1601,20221018 18:48:27,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13099,709329,10331,,0,FULL,67260,2022-10-18
17052,1014,20221018 18:48:28,29.625608290441228,-82.36905963170545,325,55,34,Hub / UF Campus,6994,False,11,13248,709438,10341,,0,EMPTY,67200,2022-10-18
17054,1003,20221018 18:48:32,29.641302362563582,-82.34622122982252,172,207,35,SW 35TH PLACE,1441,False,9,14756,710444,10352,,0,EMPTY,67440,2022-10-18
17056,1010,20221018 18:48:29,29.612257426969737,-82.35912912450142,155,207,35,SW 35TH PLACE,19535,False,0,14754,710442,10354,,0,EMPTY,65640,2022-10-18
17059,2114,20221018 18:48:27,29.62530680540097,-82.36881848106509,145,189,38,Enclave,15826,False,9,8652,708672,10383,,0,EMPTY,66600,2022-10-18
17060,1903,20221018 18:48:32,29.679058333333334,-82.43210833333333,182,500335,43,Santa Fe,58050,False,0,2403,708384,10432,,0,EMPTY,65220,2022-10-18
17065,2101,20221018 18:48:37,29.64321711292128,-82.32070468838405,335,64,2,Rosa Parks/Downtown,27389,False,23,13985,709881,10021,,0,EMPTY,66600,2022-10-18
17067,1016,20221018 18:48:37,29.65871906523982,-82.40888430412284,0,335,5,Rosa Parks/Downtown,245,False,23,6075,708521,10052,,0,EMPTY,67320,2022-10-18
17072,1808,20221018 18:48:34,29.63895109035588,-82.34323941652211,343,328,8,UF Health,44830,False,0,14274,710043,10081,,0,EMPTY,65580,2022-10-18
17081,1106,20221018 18:48:35,29.649774600143584,-82.3437383308598,89,500354,20,Reitz Union / UF Campus,33365,False,3,14534,710272,10201,,0,HALF_EMPTY,64800,2022-10-18
17082,1604,20221018 18:48:36,29.639408979764923,-82.39457248880423,294,500355,20,Oaks Mall,23540,False,0,14467,710205,10204,,0,FULL,65700,2022-10-18
17090,1009,20221018 18:48:36,29.630251985030974,-82.36149931601129,178,207,35,SW 35TH PLACE,9261,False,11,14755,710443,10351,,0,EMPTY,66540,2022-10-18
17092,1005,20221018 18:48:37,29.629621696137807,-82.36131099783945,336,500406,35,Reitz Union / UF Campus,9072,False,35,14824,710388,10353,,0,EMPTY,66900,2022-10-18
17093,1207,20221018 18:48:37,29.625436666666666,-82.38821833333334,11,193,37,Butler Plaza Transfer Station,26850,False,0,11871,709130,10372,,0,EMPTY,66000,2022-10-18
17096,2112,20221018 18:48:35,29.659819058826784,-82.38913511728013,182,500336,43,UF Health,28722,False,0,2430,708401,10431,,0,EMPTY,65400,2022-10-18
17097,1205,20221018 18:48:33,29.64593836741217,-82.42242877849417,180,348,75,Butler Plaza Transfer Station,9974,False,26,8033,708651,10753,,0,EMPTY,66600,2022-10-18
17098,1401,20221018 18:48:36,29.644304811427883,-82.41064,0,500384,75,Oaks Mall,40556,False,10,8051,708669,10752,,0,EMPTY,66600,2022-10-18
17101,1802,20221018 18:48:39,29.65039635160772,-82.37210123021603,269,323,5,Oaks Mall,18552,False,0,6127,708564,10051,,0,EMPTY,66600,2022-10-18
17103,1810,20221018 18:48:39,29.65208350179632,-82.34918980318476,90,335,5,Rosa Parks/Downtown,20438,False,18,6073,708520,10053,,0,EMPTY,66300,2022-10-18
17104,702,20221018 18:48:43,29.649690901281364,-82.32499,180,354,6,Rosa Parks/Downtown,37676,False,26,14015,709909,10061,,0,EMPTY,66480,2022-10-18
17105,2105,20221018 18:48:42,29.645788954993964,-82.31207688035096,270,339,7,Rosa Parks/Downtown,27813,False,27,348,707975,10071,,0,EMPTY,66600,2022-10-18
17108,2578,20221018 18:48:38,29.62169442427616,-82.35590262132,356,500433,9,Reitz Union/UF Campus,6271,False,32,10974,709055,10093,,0,EMPTY,67260,2022-10-18
17112,1809,20221018 18:48:42,29.661902322021103,-82.32452832380298,180,122,15,Rosa Parks / Downtown,29583,False,34,1038,708119,10151,,0,EMPTY,66420,2022-10-18
17114,2102,20221018 18:48:39,29.646481666666663,-82.32271999999999,358,500382,17,Rosa Parks / Downtown,12833,False,0,8901,708748,10171,,0,EMPTY,66840,2022-10-18
17115,1602,20221018 18:48:39,29.647635069559016,-82.35798118447221,12,500354,20,Reitz Union / UF Campus,28161,False,5,14536,710274,10203,,0,EMPTY,66600,2022-10-18
17121,1601,20221018 18:48:39,29.6252747,-82.38789,177,500462,33,Midtown,0,True,0,13099,709329,10331,,0,EMPTY,67260,2022-10-18
17125,1009,20221018 18:48:42,29.63027912335632,-82.36150613563301,80,207,35,SW 35TH PLACE,9275,False,28,14755,710443,10351,,0,EMPTY,66540,2022-10-18
17129,2114,20221018 18:48:42,29.625459840371665,-82.36804840765483,84,189,38,Enclave,16108,False,17,8652,708672,10383,,0,EMPTY,66600,2022-10-18
17133,1401,20221018 18:48:40,29.644549914320518,-82.41063287819999,3,500384,75,Oaks Mall,40645,False,15,8051,708669,10752,,0,EMPTY,66600,2022-10-18
17134,1015,20221018 18:48:40,29.645740006274185,-82.33393660742253,89,218,127,Sorority Row-Turlington,3112,False,8,13863,709852,11271,,0,EMPTY,67560,2022-10-18
17141,1902,20221018 18:48:48,29.709065,-82.35589,163,328,8,UF Health,18,False,0,407,707997,10082,,0,EMPTY,67800,2022-10-18
17144,802,20221018 18:48:47,29.66681934790253,-82.37212620592834,270,75,10,Santa Fe,23668,False,0,615,708019,10101,,0,EMPTY,66780,2022-10-18
17145,2107,20221018 18:48:48,29.645891666666664,-82.32264166666667,167,54,11,Rosa Parks/Downtown,33326,False,0,665,708067,10111,,0,EMPTY,66600,2022-10-18
17146,1811,20221018 18:48:47,29.638554200222025,-82.34493418379373,67,500421,13,Cottage Grove / SW 13th Street,5924,False,0,14343,710092,10131,,0,EMPTY,67500,2022-10-18
17148,2110,20221018 18:48:46,29.636460001430567,-82.33808340780755,270,35,16,UF Health,10445,False,15,8974,708799,10161,,0,EMPTY,67260,2022-10-18
17153,1402,20221018 18:48:44,29.659765,-82.41314499999999,270,324,23,Santa Fe,1942,False,9,1470,708155,10232,,0,EMPTY,67680,2022-10-18
17154,2106,20221018 18:48:45,29.66269171002072,-82.30238491499118,135,226,26,Commuter Lot / UF Campus,25177,False,0,1569,708231,10261,,0,EMPTY,66600,2022-10-18
17155,1202,20221018 18:48:44,29.648126852270504,-82.3435,180,500400,33,Butler Plaza Transfer Station,1447,False,0,13149,709375,10333,,0,EMPTY,67200,2022-10-18
17157,1014,20221018 18:48:44,29.625949175940956,-82.36982861310256,299,55,34,Hub / UF Campus,7278,False,6,13248,709438,10341,,0,EMPTY,67200,2022-10-18
